file,start,end,labeller
detop_exp01_subj08_Sess3_08_01.pkl,4.705084995,10.31643358,connor
detop_exp01_subj08_Sess1_02_04.pkl,4.537938736,9.156384588,connor
detop_exp01_subj08_Sess1_08_01.pkl,0,5,connor
detop_exp01_subj08_Sess1_13_04.pkl,3.128752954,5.54372555,connor
detop_exp01_subj08_Sess3_01_02.pkl,0.555061896,10.46633899,connor
detop_exp01_subj08_Sess3_05_04.pkl,3.025668697,5.148154532,connor
detop_exp01_subj08_Sess1_01_04.pkl,3.491516228,7.063964718,connor
detop_exp01_subj08_Sess1_01_03.pkl,3.834036619,7.990788089,connor
detop_exp01_subj08_Sess2_04_06.pkl,3.889947965,5.602403948,connor
detop_exp01_subj08_Sess3_09_06.pkl,3.645967578,5.718705914,connor
detop_exp01_subj08_Sess1_10_02.pkl,3.997991391,5.370753058,connor
detop_exp01_subj01_Sess1_01_01.pkl,3.965128906,8.03073782,keenan
detop_exp01_subj01_Sess1_01_02.pkl,4.925366673,9.679392998,keenan
detop_exp01_subj01_Sess1_01_03.pkl,4.260541242,9.543156837,keenan
detop_exp01_subj01_Sess1_01_04.pkl,4.925179762,6.307413418,keenan
detop_exp01_subj01_Sess1_01_05.pkl,4.314948809,5.877459996,keenan
detop_exp01_subj01_Sess1_01_06.pkl,6.095312024,6.697067134,keenan
detop_exp01_subj01_Sess1_02_01.pkl,3.561668972,4.937902677,keenan
detop_exp01_subj01_Sess1_02_02.pkl,3.549402405,4.947254411,keenan
detop_exp01_subj01_Sess1_02_03.pkl,3.492801475,4.741705953,keenan
detop_exp01_subj01_Sess1_02_04.pkl,4.442504175,7.79872917,keenan
detop_exp01_subj01_Sess1_02_05.pkl,4.510480104,7.277928917,keenan
detop_exp01_subj01_Sess1_02_06.pkl,4.52027766,6.416754172,keenan
detop_exp01_subj01_Sess1_03_01.pkl,4.566982258,9.402399106,keenan
detop_exp01_subj01_Sess1_03_02.pkl,4.598689909,9.117030243,keenan
detop_exp01_subj01_Sess1_03_03.pkl,4.91525821,10.38394251,keenan
detop_exp01_subj01_Sess1_03_04.pkl,3.648850871,4.753148201,keenan
detop_exp01_subj01_Sess1_03_05.pkl,3.786160464,4.650947485,keenan
detop_exp01_subj01_Sess1_03_06.pkl,3.743116143,4.550763869,keenan
detop_exp01_subj01_Sess1_04_01.pkl,4.787350113,8.494025639,keenan
detop_exp01_subj01_Sess1_04_02.pkl,5.01211224,9.01268829,keenan
detop_exp01_subj01_Sess1_04_03.pkl,4.266641376,9.686855004,keenan
detop_exp01_subj01_Sess1_04_04.pkl,4.005311276,5.067970604,keenan
detop_exp01_subj01_Sess1_04_05.pkl,3.831104829,4.902474479,keenan
detop_exp01_subj01_Sess1_04_06.pkl,3.744300194,5.059270344,keenan
detop_exp01_subj01_Sess1_05_01.pkl,4.113694543,5.610280164,keenan
detop_exp01_subj01_Sess1_05_02.pkl,4.613644791,5.142205358,keenan
detop_exp01_subj01_Sess1_05_03.pkl,4.340839337,5.751755045,keenan
detop_exp01_subj01_Sess1_05_04.pkl,5.656729982,10.35481727,keenan
detop_exp01_subj01_Sess1_05_05.pkl,4.958128996,10.0264059,keenan
detop_exp01_subj01_Sess1_05_06.pkl,4.427617801,10.86454048,keenan
detop_exp01_subj01_Sess1_06_02.pkl,3.600819234,8.14369068,keenan
detop_exp01_subj01_Sess1_06_03.pkl,3.769248976,8.106923001,keenan
detop_exp01_subj01_Sess1_06_04.pkl,3.972843779,11.74128516,keenan
detop_exp01_subj01_Sess1_06_05.pkl,3.844022815,13.73061929,keenan
detop_exp01_subj01_Sess1_06_06.pkl,3.515113678,13.56664494,keenan
detop_exp01_subj01_Sess1_07_01.pkl,3.826407931,4.533099691,keenan
detop_exp01_subj01_Sess1_07_02.pkl,3.64984686,4.905402554,keenan
detop_exp01_subj01_Sess1_07_03.pkl,4.407914293,5.829374291,keenan
detop_exp01_subj01_Sess1_07_04.pkl,4.437124268,7.429992971,keenan
detop_exp01_subj01_Sess1_07_05.pkl,5.037630246,7.539393859,keenan
detop_exp01_subj01_Sess1_07_06.pkl,4.744954733,8.013653545,keenan
detop_exp01_subj01_Sess1_08_01.pkl,5.269052277,18.33404068,keenan
detop_exp01_subj01_Sess1_08_04.pkl,3.633866696,8.628258288,keenan
detop_exp01_subj01_Sess1_08_05.pkl,3.738384689,7.960025147,keenan
detop_exp01_subj01_Sess1_08_06.pkl,4.351461208,7.617183899,keenan
detop_exp01_subj01_Sess1_09_01.pkl,0,10.38085938,keenan
detop_exp01_subj01_Sess1_09_02.pkl,2.703789363,8.67181144,keenan
detop_exp01_subj01_Sess1_09_03.pkl,0,10.4453125,keenan
detop_exp01_subj01_Sess1_09_04.pkl,3.780230104,4.689700368,keenan
detop_exp01_subj01_Sess1_09_05.pkl,3.739820884,5.092671406,keenan
detop_exp01_subj01_Sess1_09_06.pkl,4.029378364,5.576849487,keenan
detop_exp01_subj01_Sess1_10_01.pkl,3.02972484,3.680884023,keenan
detop_exp01_subj01_Sess1_10_02.pkl,3.010331222,3.770261705,keenan
detop_exp01_subj01_Sess1_10_03.pkl,2.940946265,3.575323016,keenan
detop_exp01_subj01_Sess1_10_04.pkl,3.183574824,5.395173165,keenan
detop_exp01_subj01_Sess1_10_05.pkl,4.002113376,6.249393174,keenan
detop_exp01_subj01_Sess1_10_06.pkl,3.13591119,6.164590162,keenan
detop_exp01_subj01_Sess1_11_01.pkl,4.115897604,5.518961182,keenan
detop_exp01_subj01_Sess1_11_02.pkl,4.332092936,5.135104165,keenan
detop_exp01_subj01_Sess1_11_03.pkl,4.265910691,5.483663985,keenan
detop_exp01_subj01_Sess1_11_04.pkl,4.851827005,6.825757968,keenan
detop_exp01_subj01_Sess1_11_05.pkl,4.811546527,6.998925785,keenan
detop_exp01_subj01_Sess1_11_06.pkl,4.637677919,8.081398084,keenan
detop_exp01_subj01_Sess1_12_02.pkl,6.459395604,7.320886512,keenan
detop_exp01_subj01_Sess1_12_03.pkl,,4.60966129,keenan
detop_exp01_subj01_Sess1_12_04.pkl,4.582625327,5.470239877,keenan
detop_exp01_subj01_Sess1_12_05.pkl,4.35727241,5.939341868,keenan
detop_exp01_subj01_Sess1_12_06.pkl,,,keenan
detop_exp01_subj01_Sess1_13_01.pkl,3.494515241,8.105263276,keenan
detop_exp01_subj01_Sess1_13_02.pkl,3.88025424,8.639326713,keenan
detop_exp01_subj01_Sess1_13_03.pkl,4.422892974,8.827384011,keenan
detop_exp01_subj01_Sess1_13_04.pkl,3.171697587,4.685064905,keenan
detop_exp01_subj01_Sess1_13_05.pkl,3.070218146,4.914496685,keenan
detop_exp01_subj01_Sess1_13_06.pkl,3.002667014,4.525885676,keenan
detop_exp01_subj01_Sess2_01_01.pkl,5.633935863,6.936482864,keenan
detop_exp01_subj01_Sess2_01_02.pkl,4.484617649,9.857192796,keenan
detop_exp01_subj01_Sess2_01_03.pkl,4.437337661,9.815797287,keenan
detop_exp01_subj01_Sess2_01_04.pkl,3.707633153,5.438351297,keenan
detop_exp01_subj01_Sess2_01_05.pkl,3.721756981,5.145545498,keenan
detop_exp01_subj01_Sess2_01_06.pkl,3.578698704,5.060254423,keenan
detop_exp01_subj01_Sess2_02_01.pkl,4.988028524,18.13214053,keenan
detop_exp01_subj01_Sess2_02_02.pkl,5.001495852,17.02781965,keenan
detop_exp01_subj01_Sess2_02_03.pkl,4.966607295,18.39478722,keenan
detop_exp01_subj01_Sess2_02_04.pkl,3.640261564,8.22538163,keenan
detop_exp01_subj01_Sess2_02_05.pkl,3.626557183,7.981797546,keenan
detop_exp01_subj01_Sess2_02_06.pkl,3.547071677,6.710113471,keenan
detop_exp01_subj01_Sess2_03_01.pkl,4.16929702,0.605555556,keenan
detop_exp01_subj01_Sess2_03_05.pkl,,0.283333333,keenan
detop_exp01_subj01_Sess2_04_01.pkl,3.206849663,5.410841126,keenan
detop_exp01_subj01_Sess2_04_02.pkl,2.959914406,5.474839686,keenan
detop_exp01_subj01_Sess2_04_03.pkl,3.098477077,5.018958975,keenan
detop_exp01_subj01_Sess2_04_04.pkl,3.871734986,10.57505968,keenan
detop_exp01_subj01_Sess2_04_05.pkl,3.754128698,8.623426149,keenan
detop_exp01_subj01_Sess2_06_01.pkl,4.485767234,5.683553681,keenan
detop_exp01_subj01_Sess2_06_02.pkl,4.080821638,5.615352318,keenan
detop_exp01_subj01_Sess2_06_03.pkl,4.368105117,5.283536995,keenan
detop_exp01_subj01_Sess2_06_04.pkl,5.226464938,10.00240979,keenan
detop_exp01_subj01_Sess2_06_05.pkl,4.45267164,10.14237726,keenan
detop_exp01_subj01_Sess2_06_06.pkl,4.408577154,10.42833923,keenan
detop_exp01_subj01_Sess2_07_01.pkl,4.464457424,5.849872403,keenan
detop_exp01_subj01_Sess2_07_02.pkl,4.451220975,5.165989213,keenan
detop_exp01_subj01_Sess2_07_03.pkl,4.096079905,5.723312509,keenan
detop_exp01_subj01_Sess2_07_04.pkl,4.614070185,7.988735347,keenan
detop_exp01_subj01_Sess2_07_05.pkl,4.61526663,7.825666341,keenan
detop_exp01_subj01_Sess2_07_06.pkl,5.551515742,7.773084431,keenan
detop_exp01_subj01_Sess2_08_01.pkl,5.925638052,8.6715166,keenan
detop_exp01_subj01_Sess2_08_02.pkl,0,10.421875,keenan
detop_exp01_subj01_Sess2_08_03.pkl,0,10.3828125,keenan
detop_exp01_subj01_Sess2_08_04.pkl,4.347881723,5.346347112,keenan
detop_exp01_subj01_Sess2_08_05.pkl,4.230167917,5.429898701,keenan
detop_exp01_subj01_Sess2_08_06.pkl,4.646468076,5.36324151,keenan
detop_exp01_subj01_Sess2_09_01.pkl,3.593780338,5.095806561,keenan
detop_exp01_subj01_Sess2_09_02.pkl,3.538776624,5.154421793,keenan
detop_exp01_subj01_Sess2_09_03.pkl,3.265092761,5.187294349,keenan
detop_exp01_subj01_Sess2_09_04.pkl,4.545709073,7.79646669,keenan
detop_exp01_subj01_Sess2_09_05.pkl,3.757334369,8.237472833,keenan
detop_exp01_subj01_Sess2_09_06.pkl,4.542422538,7.931701264,keenan
detop_exp01_subj01_Sess2_10_01.pkl,2.546766919,4.312311571,keenan
detop_exp01_subj01_Sess2_10_02.pkl,2.972976234,4.000814025,keenan
detop_exp01_subj01_Sess2_10_03.pkl,2.497072719,3.640234856,keenan
detop_exp01_subj01_Sess2_10_04.pkl,2.919241253,6.359558782,keenan
detop_exp01_subj01_Sess2_10_05.pkl,3.209085357,6.384881351,keenan
detop_exp01_subj01_Sess2_10_06.pkl,3.318166137,6.481834995,keenan
detop_exp01_subj01_Sess2_11_01.pkl,4.300019908,5.806869649,keenan
detop_exp01_subj01_Sess2_11_02.pkl,4.177667699,5.452778938,keenan
detop_exp01_subj01_Sess2_11_03.pkl,3.895596995,5.80572293,keenan
detop_exp01_subj01_Sess2_11_04.pkl,4.54580607,7.567182165,keenan
detop_exp01_subj01_Sess2_11_05.pkl,4.402113999,7.548574932,keenan
detop_exp01_subj01_Sess2_11_06.pkl,5.170012891,7.31482146,keenan
detop_exp01_subj01_Sess2_12_01.pkl,3.844807467,4.837316784,keenan
detop_exp01_subj01_Sess2_12_02.pkl,3.678998588,4.833539854,keenan
detop_exp01_subj01_Sess2_12_03.pkl,3.503069885,4.982452229,keenan
detop_exp01_subj01_Sess2_12_04.pkl,3.930671077,9.481564878,keenan
detop_exp01_subj01_Sess2_12_05.pkl,3.283560515,9.596870338,keenan
detop_exp01_subj01_Sess2_12_06.pkl,4.684294811,7.203218932,keenan
detop_exp01_subj01_Sess2_13_01.pkl,,4.182824702,keenan
detop_exp01_subj01_Sess2_13_02.pkl,4.458482833,6.082092372,keenan
detop_exp01_subj01_Sess2_13_03.pkl,4.563941115,5.748191985,keenan
detop_exp01_subj01_Sess2_13_04.pkl,4.461925915,9.887815644,keenan
detop_exp01_subj01_Sess2_13_05.pkl,4.542818411,8.785041012,keenan
detop_exp01_subj01_Sess2_13_06.pkl,4.389473382,9.541653539,keenan
detop_exp01_subj01_Sess3_02_01.pkl,4.20812673,5.719033714,keenan
detop_exp01_subj01_Sess3_02_02.pkl,3.885340525,5.172379943,keenan
detop_exp01_subj01_Sess3_02_03.pkl,3.94593993,5.3546385,keenan
detop_exp01_subj01_Sess3_02_04.pkl,5.439130505,9.905587325,keenan
detop_exp01_subj01_Sess3_02_05.pkl,5.200282547,10.71767038,keenan
detop_exp01_subj01_Sess3_02_06.pkl,4.530926436,12.01682911,keenan
detop_exp01_subj01_Sess3_03_01.pkl,4.157680794,15.07818856,keenan
detop_exp01_subj01_Sess3_03_02.pkl,4.713063536,16.71871729,keenan
detop_exp01_subj01_Sess3_03_03.pkl,5.171706488,16.04424236,keenan
detop_exp01_subj01_Sess3_03_04.pkl,3.713945432,8.0030968,keenan
detop_exp01_subj01_Sess3_03_05.pkl,3.59171138,6.837655479,keenan
detop_exp01_subj01_Sess3_03_06.pkl,3.522273806,7.821291567,keenan
detop_exp01_subj01_Sess3_04_01.pkl,3.930898173,9.386558562,keenan
detop_exp01_subj01_Sess3_04_02.pkl,4.403908061,8.635491024,keenan
detop_exp01_subj01_Sess3_04_03.pkl,5.196031619,8.822496599,keenan
detop_exp01_subj01_Sess3_04_04.pkl,3.610290498,4.996453299,keenan
detop_exp01_subj01_Sess3_04_05.pkl,3.970158211,5.531008902,keenan
detop_exp01_subj01_Sess3_04_06.pkl,3.769427013,5.076021556,keenan
detop_exp01_subj01_Sess3_05_01.pkl,4.680949399,7.426775753,keenan
detop_exp01_subj01_Sess3_05_02.pkl,4.671329908,7.217663711,keenan
detop_exp01_subj01_Sess3_05_03.pkl,5.237805049,8.675916549,keenan
detop_exp01_subj01_Sess3_05_04.pkl,4.31166123,6.777296311,keenan
detop_exp01_subj01_Sess3_05_05.pkl,4.933874226,6.340818537,keenan
detop_exp01_subj01_Sess3_05_06.pkl,4.31166123,5.593234266,keenan
detop_exp01_subj01_Sess3_06_01.pkl,5.966121944,8.008594618,keenan
detop_exp01_subj01_Sess3_06_02.pkl,4.670668343,7.939211959,keenan
detop_exp01_subj01_Sess3_06_03.pkl,5.869764138,8.377592873,keenan
detop_exp01_subj01_Sess3_06_04.pkl,4.647192935,6.047714666,keenan
detop_exp01_subj01_Sess3_06_05.pkl,4.797378945,5.84303841,keenan
detop_exp01_subj01_Sess3_06_06.pkl,5.327118322,5.944379856,keenan
detop_exp01_subj01_Sess3_07_01.pkl,4.260668878,9.944167614,keenan
detop_exp01_subj01_Sess3_07_02.pkl,4.321041293,9.671335326,keenan
detop_exp01_subj01_Sess3_07_03.pkl,4.457493618,11.43392188,keenan
detop_exp01_subj01_Sess3_07_04.pkl,4.660545099,6.638522218,keenan
detop_exp01_subj01_Sess3_07_05.pkl,4.481633993,6.218712825,keenan
detop_exp01_subj01_Sess3_07_06.pkl,5.029613716,6.546255064,keenan
detop_exp01_subj01_Sess3_08_01.pkl,3.533697373,4.693579474,keenan
detop_exp01_subj01_Sess3_08_02.pkl,2.686361129,4.817429393,keenan
detop_exp01_subj01_Sess3_08_03.pkl,2.950990295,4.916650192,keenan
detop_exp01_subj01_Sess3_08_04.pkl,3.874436581,8.600038654,keenan
detop_exp01_subj01_Sess3_08_05.pkl,3.867075424,8.950993513,keenan
detop_exp01_subj01_Sess3_08_06.pkl,2.932237713,9.104005491,keenan
detop_exp01_subj01_Sess3_09_01.pkl,5.012601844,0.266666667,keenan
detop_exp01_subj01_Sess3_09_06.pkl,,0.533333333,keenan
detop_exp01_subj01_Sess3_10_01.pkl,3.522255279,5.142087481,keenan
detop_exp01_subj01_Sess3_10_02.pkl,3.786025544,4.880388213,keenan
detop_exp01_subj01_Sess3_10_03.pkl,4.319073044,5.340747417,keenan
detop_exp01_subj01_Sess3_10_04.pkl,3.829666657,8.519017291,keenan
detop_exp01_subj01_Sess3_10_05.pkl,4.034561848,7.914785982,keenan
detop_exp01_subj01_Sess3_10_06.pkl,3.683817179,8.604066182,keenan
detop_exp01_subj01_Sess3_11_01.pkl,3.374997806,5.3524553,keenan
detop_exp01_subj01_Sess3_11_02.pkl,3.697184294,4.940961793,keenan
detop_exp01_subj01_Sess3_11_03.pkl,3.307680105,4.809706328,keenan
detop_exp01_subj01_Sess3_11_04.pkl,4.404280037,6.696952078,keenan
detop_exp01_subj01_Sess3_11_05.pkl,4.355318153,6.676476338,keenan
detop_exp01_subj01_Sess3_11_06.pkl,4.933075387,7.116715535,keenan
detop_exp01_subj01_Sess3_12_01.pkl,4.302915246,5.424357126,keenan
detop_exp01_subj01_Sess3_12_02.pkl,4.273460614,5.414476817,keenan
detop_exp01_subj01_Sess3_12_03.pkl,3.935909988,5.30512943,keenan
detop_exp01_subj01_Sess3_12_04.pkl,5.932168099,8.93934708,keenan
detop_exp01_subj01_Sess3_12_05.pkl,0,10.37695313,keenan
detop_exp01_subj01_Sess3_12_06.pkl,5.005934153,10.41829235,keenan
detop_exp01_subj01_Sess3_13_01.pkl,2.754277947,5.326053973,keenan
detop_exp01_subj01_Sess3_13_02.pkl,3.264550968,4.101398723,keenan
detop_exp01_subj01_Sess3_13_03.pkl,3.138518112,4.102536204,keenan
detop_exp01_subj01_Sess3_13_04.pkl,3.13591119,9.011548397,keenan
detop_exp01_subj01_Sess3_13_05.pkl,3.463008519,6.618892008,keenan
detop_exp01_subj01_Sess3_13_06.pkl,3.275230423,7.406348541,keenan
detop_exp01_subj02_Sess1_01_01.pkl,3.663891551,6.52626708,keenan
detop_exp01_subj02_Sess1_01_02.pkl,2.071580913,6.632850824,keenan
detop_exp01_subj02_Sess1_01_03.pkl,4.057418044,6.631177743,keenan
detop_exp01_subj02_Sess1_01_04.pkl,4.06411619,10.55885781,keenan
detop_exp01_subj02_Sess1_01_05.pkl,3.803654396,12.68259203,keenan
detop_exp01_subj02_Sess1_01_06.pkl,3.792078815,10.88387612,keenan
detop_exp01_subj02_Sess1_02_01.pkl,4.073225058,5.411688591,keenan
detop_exp01_subj02_Sess1_02_02.pkl,4.064946669,6.020474085,keenan
detop_exp01_subj02_Sess1_02_03.pkl,4.170335928,5.427798568,keenan
detop_exp01_subj02_Sess1_02_04.pkl,4.646557067,9.530441005,keenan
detop_exp01_subj02_Sess1_02_05.pkl,4.324674674,8.927045409,keenan
detop_exp01_subj02_Sess1_02_06.pkl,4.975948252,9.060612769,keenan
detop_exp01_subj02_Sess1_03_01.pkl,3.052569547,4.676240605,keenan
detop_exp01_subj02_Sess1_03_02.pkl,2.816445575,4.551078699,keenan
detop_exp01_subj02_Sess1_03_03.pkl,2.917955765,4.673005352,keenan
detop_exp01_subj02_Sess1_03_04.pkl,4.040233858,7.901055839,keenan
detop_exp01_subj02_Sess1_03_05.pkl,4.075824025,7.731452742,keenan
detop_exp01_subj02_Sess1_03_06.pkl,3.964441844,7.643501583,keenan
detop_exp01_subj02_Sess1_04_01.pkl,3.426994567,5.918821085,keenan
detop_exp01_subj02_Sess1_04_02.pkl,3.41707137,5.436602427,keenan
detop_exp01_subj02_Sess1_04_03.pkl,3.313791834,5.403625326,keenan
detop_exp01_subj02_Sess1_04_04.pkl,3.541987867,9.143697886,keenan
detop_exp01_subj02_Sess1_04_05.pkl,3.491817188,9.248772145,keenan
detop_exp01_subj02_Sess1_04_06.pkl,3.889022452,10.52842018,keenan
detop_exp01_subj02_Sess1_05_01.pkl,4.296795739,6.061655584,keenan
detop_exp01_subj02_Sess1_05_02.pkl,4.54650183,5.818871246,keenan
detop_exp01_subj02_Sess1_05_03.pkl,3.814202886,6.171290112,keenan
detop_exp01_subj02_Sess1_05_04.pkl,4.439367514,8.350814028,keenan
detop_exp01_subj02_Sess1_05_05.pkl,4.783526573,8.054499863,keenan
detop_exp01_subj02_Sess1_05_06.pkl,4.332589926,8.290063783,keenan
detop_exp01_subj02_Sess1_07_01.pkl,4.414848389,7.777458221,keenan
detop_exp01_subj02_Sess1_07_02.pkl,4.180607322,7.880733139,keenan
detop_exp01_subj02_Sess1_07_03.pkl,4.175581804,7.553478811,keenan
detop_exp01_subj02_Sess1_07_04.pkl,3.423846835,5.068624794,keenan
detop_exp01_subj02_Sess1_07_05.pkl,3.434401792,5.172364681,keenan
detop_exp01_subj02_Sess1_07_06.pkl,3.41749732,5.050441371,keenan
detop_exp01_subj02_Sess1_08_01.pkl,3.676551956,7.665158588,keenan
detop_exp01_subj02_Sess1_08_02.pkl,3.441004205,8.332984774,keenan
detop_exp01_subj02_Sess1_08_03.pkl,3.569079009,8.060604671,keenan
detop_exp01_subj02_Sess1_08_04.pkl,5.246819662,18.96408271,keenan
detop_exp01_subj02_Sess1_08_05.pkl,5.790201731,16.07220934,keenan
detop_exp01_subj02_Sess1_08_06.pkl,4.737701212,18.55932277,keenan
detop_exp01_subj02_Sess1_09_01.pkl,3.678674187,5.412028337,keenan
detop_exp01_subj02_Sess1_09_02.pkl,3.421314328,5.646458596,keenan
detop_exp01_subj02_Sess1_09_03.pkl,3.452205806,5.451224788,keenan
detop_exp01_subj02_Sess1_09_04.pkl,9.419352293,10.1899761,keenan
detop_exp01_subj02_Sess1_09_05.pkl,0,11.88085938,keenan
detop_exp01_subj02_Sess1_09_06.pkl,0,11.90625,keenan
detop_exp01_subj02_Sess1_10_01.pkl,4.278888438,6.332636309,keenan
detop_exp01_subj02_Sess1_10_02.pkl,4.080600408,6.383742506,keenan
detop_exp01_subj02_Sess1_10_03.pkl,3.175915809,6.322107064,keenan
detop_exp01_subj02_Sess1_10_04.pkl,4.78111903,9.300537085,keenan
detop_exp01_subj02_Sess1_10_05.pkl,4.903778087,9.08333237,keenan
detop_exp01_subj02_Sess1_10_06.pkl,6.809142089,8.273277625,keenan
detop_exp01_subj02_Sess1_11_01.pkl,3.199916386,4.023156859,keenan
detop_exp01_subj02_Sess1_11_02.pkl,3.250534299,4.316385288,keenan
detop_exp01_subj02_Sess1_11_03.pkl,2.66494749,4.442643084,keenan
detop_exp01_subj02_Sess1_11_04.pkl,3.435288883,8.251733423,keenan
detop_exp01_subj02_Sess1_11_05.pkl,3.180180692,8.666202654,keenan
detop_exp01_subj02_Sess1_11_06.pkl,3.414549655,8.811655584,keenan
detop_exp01_subj02_Sess1_12_01.pkl,4.248414773,6.150649515,keenan
detop_exp01_subj02_Sess3_09_04.pkl,3.000974799,5.329597951,aidan
detop_exp01_subj02_Sess2_01_03.pkl,4.220366074,8.420841021,aidan
detop_exp01_subj02_Sess3_07_01.pkl,4.708388697,6.557437333,aidan
detop_exp01_subj02_Sess2_11_06.pkl,3.774391576,7.730785192,aidan
detop_exp01_subj02_Sess2_13_03.pkl,2.872238279,5.224421095,aidan
detop_exp01_subj02_Sess3_05_04.pkl,4.494315412,11.10762253,aidan
detop_exp01_subj02_Sess3_05_05.pkl,5.092846899,13.14429687,aidan
detop_exp01_subj02_Sess2_13_02.pkl,3.215057982,5.242090062,aidan
detop_exp01_subj02_Sess2_01_02.pkl,4.467749815,7.567619547,aidan
detop_exp01_subj02_Sess3_09_05.pkl,3.462330808,5.558436804,aidan
detop_exp01_subj02_Sess3_07_02.pkl,4.32215346,6.453150265,aidan
detop_exp01_subj02_Sess2_11_05.pkl,3.730912138,8.256071233,aidan
detop_exp01_subj02_Sess3_05_06.pkl,4.817408279,16.95358409,aidan
detop_exp01_subj02_Sess2_13_01.pkl,3.705618257,4.955158581,aidan
detop_exp01_subj02_Sess2_11_04.pkl,3.759857719,8.386326345,aidan
detop_exp01_subj02_Sess3_07_03.pkl,4.259665312,6.428667744,aidan
detop_exp01_subj02_Sess3_09_06.pkl,3.017934174,5.501734495,aidan
detop_exp01_subj02_Sess2_01_01.pkl,5.265436163,8.456181555,aidan
detop_exp01_subj02_Sess2_01_05.pkl,3.873077131,5.977646493,aidan
detop_exp01_subj02_Sess3_09_02.pkl,4.002768154,9.080673533,aidan
detop_exp01_subj02_Sess2_13_05.pkl,3.956597601,9.185650387,aidan
detop_exp01_subj02_Sess3_05_02.pkl,3.376549919,7.889792468,aidan
detop_exp01_subj02_Sess3_05_03.pkl,3.044901896,7.479136462,aidan
detop_exp01_subj02_Sess2_13_04.pkl,3.671180714,9.627238779,aidan
detop_exp01_subj02_Sess2_11_01.pkl,3.45465044,5.071450438,aidan
detop_exp01_subj02_Sess3_09_03.pkl,4.035249339,9.184765035,aidan
detop_exp01_subj02_Sess2_01_04.pkl,4.423419798,5.744716107,aidan
detop_exp01_subj02_Sess3_07_06.pkl,3.996084571,10.16990764,aidan
detop_exp01_subj02_Sess3_07_04.pkl,4.096290757,9.127965867,aidan
detop_exp01_subj02_Sess3_09_01.pkl,4.387415544,10.44579287,aidan
detop_exp01_subj02_Sess2_01_06.pkl,3.909896848,6.155591011,aidan
detop_exp01_subj02_Sess2_11_03.pkl,3.319655488,5.084008108,aidan
detop_exp01_subj02_Sess2_13_06.pkl,3.819540687,9.152018488,aidan
detop_exp01_subj02_Sess3_05_01.pkl,3.470828335,8.259549932,aidan
detop_exp01_subj02_Sess2_11_02.pkl,3.489125208,5.209300774,aidan
detop_exp01_subj02_Sess3_07_05.pkl,4.387823795,9.035134213,aidan
detop_exp01_subj02_Sess2_05_04.pkl,4.205157851,10.58872031,aidan
detop_exp01_subj02_Sess3_03_06.pkl,3.422013764,5.068735069,aidan
detop_exp01_subj02_Sess2_07_01.pkl,4.759474441,13.51807812,aidan
detop_exp01_subj02_Sess2_09_04.pkl,4.367347805,6.907206183,aidan
detop_exp01_subj02_Sess3_01_03.pkl,3.273967415,7.592854089,aidan
detop_exp01_subj02_Sess3_11_06.pkl,4.352191836,7.475090728,aidan
detop_exp01_subj02_Sess3_01_02.pkl,3.326002194,7.313758455,aidan
detop_exp01_subj02_Sess2_09_05.pkl,4.237558745,6.630617789,aidan
detop_exp01_subj02_Sess2_05_05.pkl,4.024693575,8.813840852,aidan
detop_exp01_subj02_Sess3_03_05.pkl,3.868813361,5.073513278,aidan
detop_exp01_subj02_Sess1_12_03.pkl,3.613990753,5.630084097,aidan
detop_exp01_subj02_Sess2_07_02.pkl,4.539739356,12.45690777,aidan
detop_exp01_subj02_Sess3_11_05.pkl,4.010584263,7.074773866,aidan
detop_exp01_subj02_Sess3_11_04.pkl,4.685064715,6.739822633,aidan
detop_exp01_subj02_Sess2_09_06.pkl,4.424800504,6.749901037,aidan
detop_exp01_subj02_Sess3_01_01.pkl,3.804646827,6.795843851,aidan
detop_exp01_subj02_Sess2_07_03.pkl,4.754182292,17.52952562,aidan
detop_exp01_subj02_Sess1_12_02.pkl,4.045573009,5.777799698,aidan
detop_exp01_subj02_Sess3_03_04.pkl,3.829041016,4.998510578,aidan
detop_exp01_subj02_Sess2_05_06.pkl,4.38406715,9.767280446,aidan
detop_exp01_subj02_Sess1_12_06.pkl,4.783656028,7.869254718,aidan
detop_exp01_subj02_Sess2_05_02.pkl,4.287713321,5.9707642,aidan
detop_exp01_subj02_Sess3_01_05.pkl,2.292511095,4.480314559,aidan
detop_exp01_subj02_Sess2_09_02.pkl,3.325934323,4.873667138,aidan
detop_exp01_subj02_Sess3_11_01.pkl,3.457870855,5.144040858,aidan
detop_exp01_subj02_Sess2_07_06.pkl,3.455839525,6.904570818,aidan
detop_exp01_subj02_Sess2_09_03.pkl,3.180375747,4.642209928,aidan
detop_exp01_subj02_Sess3_01_04.pkl,2.622973139,4.171561699,aidan
detop_exp01_subj02_Sess2_05_03.pkl,4.208397785,6.103076594,aidan
detop_exp01_subj02_Sess3_03_01.pkl,4.761947585,9.548724225,aidan
detop_exp01_subj02_Sess1_12_05.pkl,5.221237121,7.765755599,aidan
detop_exp01_subj02_Sess3_03_03.pkl,4.426334506,9.497995699,aidan
detop_exp01_subj02_Sess2_05_01.pkl,4.443503475,6.160770151,aidan
detop_exp01_subj02_Sess2_09_01.pkl,3.479402997,5.284070192,aidan
